statement_edition,statement_source,statement_text
"on Wednesday, March 16th, 2011",Gail  Collins,"Gov. Rick Perry ""used $3.2 billion in stimulus dollars for schools to plug other holes in his budget.""
"
"on Tuesday, March 15th, 2011", Crossroads GPS,"
	In fighting collective bargaining changes, Democrats are trying to ""protect a system that pays unionized government workers 42 percent more than non-union workers."""
"on Friday, March 11th, 2011",Dan Patrick,"
	Says Texas school districts are the fifth largest employers in the world.
	
	 "
"on Thursday, March 10th, 2011",Mike Huckabee,"
	Says it’s a ""statistical reality that most single moms are very poor, under-educated, can't get a job, and if it weren't for government assistance, their kids would be starving to death."""
"on Tuesday, March 8th, 2011",Rick Scott,"
	""I have asked the Division of Emergency Management to report directly to me."""
"on Tuesday, March 8th, 2011",Alan Grayson,"
	Says Florida Gov. Rick Scott’s cuts to education are the same as his proposed corporate income tax rate reduction.
	
	 "
"on Tuesday, March 8th, 2011",Michele Bachmann,"
	""Secretly, unbeknownst to members of Congress, over $105 billion was hidden in the Obamacare legislation."""
"on Monday, March 7th, 2011", Democratic Congressional Campaign Committee,"
	In slashing $1.7 billion from Social Security, ""Rep. Jim Renacci may end up forcing the entire agency to ... shut down for a month, causing seniors to not get their benefits on time, halting claims processing, and forcing new retirees and disabled workers into a backlog."""
"on Thursday, March 3rd, 2011",Scott Walker,"
	""We've seen local union after local union rush to their school boards, their city councils, their technical school boards and rush through contracts in the past two weeks that had no contributions to the pension and no contribution to health care."""
"on Thursday, March 3rd, 2011",Peter  Palumbo,"
	""There are nearly 500,000 registered sex offenders across the country and at any one time about 100,000 are unaccounted for."""
"on Tuesday, March 1st, 2011",Rick Scott,"
	Says Tri-Rail shows the potential problems with investing in high-speed rail."
"on Monday, February 28th, 2011",George Allen,"
	The stimulus bill ""promised to keep unemployment under 8%."""
"on Monday, February 28th, 2011",Chuck Norris,"""Some of our state's educational administrators joined the feds in seeking to mandate Arabic classes for Texas children.""
"
"on Friday, February 25th, 2011",John Kasich,"
	""President Obama came to Ohio 12 times to try to defeat me and guess what? He didn't win."""
"on Thursday, February 24th, 2011",Barack Obama,"
	If there’s a government shutdown, ""people don’t get their Social Security checks."""
"on Wednesday, February 23rd, 2011",Eric Bolling,"In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States.
"
"on Tuesday, February 22nd, 2011",Jon Erpenbach,"
	When it comes to urgency on passing a budget repair bill, ""there’s no rush on this thing"" because the fiscal year doesn’t end until June 30, 2011."
"on Tuesday, February 22nd, 2011",Phil King,"
	Says families now pay out 40 percent of their income to taxes."
"on Saturday, February 19th, 2011",Bob McDonnell,"
	Road construction bids ""are coming in at the lowest in the modern era."" "
"on Friday, February 18th, 2011", Club for Growth,"
	When it comes to taking cuts in tough budget times, Wisconsin ""state workers haven’t had to sacrifice."""
"on Friday, February 18th, 2011",Shawn Lindsay,"
	Says John Kitzhaber’s proposed budget for upcoming biennium represents 8 percent increase over last"
"on Monday, February 14th, 2011",Jim Webb,"
	The war in Iraq was a major factor in blowing ""the top off the price of oil."" "
"on Monday, February 14th, 2011",Chris Abele,"
	Says Milwaukee County elected officials drive around in luxury cars ""on your dime."" "
"on Monday, February 14th, 2011",Dan  Lucas,"
	""Governor’s proposed budget raids K-12 school funds to grow DHS again."""
"on Saturday, February 12th, 2011",Dick Greco,"
	""Financed the largest parking expansion program without a rate increase."""
"on Friday, February 11th, 2011",Joe Biden,"
	""If you shut down Amtrak's Northeast Corridor, it's estimated you'd have to add seven new lanes to I-95 to accommodate the increased traffic."""
"on Friday, February 11th, 2011",Dwight Jones,"
	""Overall we currently have $981 million, almost a billion dollars in active development projects right here in the City of Richmond."""
"on Thursday, February 10th, 2011",Rick Scott,"
	Says his tax and fee cuts will save households ""$540 over two years."""
"on Monday, February 7th, 2011",John Kasich,"
	Says an EPA permit ""languished"" under Strickland but his new EPA director got it done in two days."
"on Friday, February 4th, 2011",Jamie Radtke,"
	Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year."
"on Wednesday, February 2nd, 2011",Bill  Janis,"
	""The New START treaty was passed despite significant concerns among some people in the State and Defense Departments."""
"on Wednesday, February 2nd, 2011",Jim Renacci,"
	Says there are ""a half a trillion dollars in cuts to Medicare that are going to go in place"" as a result of health care reform."
"on Monday, January 31st, 2011",Barack Obama,"
	""Veterans can now download their electronic medical records with a click of the mouse."""
"on Monday, January 31st, 2011",Jeff Stone,"
	Regulations on developers have thwarted construction on county-owned land in Milwaukee’s downtown Park East corridor."
"on Monday, January 31st, 2011",Hank Johnson,"
	""The economy we preside over today is better than the one we inherited."""
"on Monday, January 31st, 2011", Oregon Senate Republicans (The Leadership Fund) ,"
	In September, the Department of Business and Consumer Services enacted a sudden 39% workers' compensation premium assessment by rule with little notice to the public."
"on Friday, January 28th, 2011", Americans For Tax Reform,"
	Recommendations for a major tax overhaul for Georgia are an ""overall tax hike."""
"on Thursday, January 27th, 2011",Paul Ryan,"
	The health care law ""is accelerating our country toward bankruptcy."""
"on Wednesday, January 26th, 2011",Michele Bachmann,"
	The federal government ""now tells us which light bulbs to buy."""
"on Wednesday, January 26th, 2011",Michele Bachmann,"
	""The White House promised us that all the spending would keep unemployment under 8 percent."""
"on Wednesday, January 26th, 2011",Cory Mason,"
	""Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation"""
"on Monday, January 24th, 2011",Dennis Kucinich,"
	Says the Defense Department shrink-wrapped $10.8 billion in American money, loaded it on 175 pallets and put it on a transport plane to Iraq where they passed out $100 bills and no one has any receipts."
"on Saturday, January 22nd, 2011",Bob McDonnell,"
	""It is estimated that every $100 million spent on construction generates 3,000 new jobs."""
"on Friday, January 21st, 2011",Mike Pence,"The financial regulatory bill ""will kill jobs.""
"
"on Thursday, January 20th, 2011",Jim Sensenbrenner,"
	""We had a debate on whether ‘ObamaCare’ was the way to go to fix up health care and the American voters said no -- emphatically."""
"on Wednesday, January 19th, 2011",Jack Kingston,"
	The nation's food supply is ""99.99 percent safe."""
"on Monday, January 17th, 2011",Greg Walden,"
	""The incoming Republican freshman class – well, it’s no ordinary group: nearly half of its roughly 80 members have never served in elective office before."""
"on Friday, January 14th, 2011",Jeff Fitzgerald,"
	Says 15,000 IRS employees ""have to be added to administer ‘ObamaCare’ and look at the tax implications."""
"on Thursday, January 13th, 2011",Chris Abele,"
	""I have fought for our shared values without being an ideologue or a partisan"""
"on Monday, January 3rd, 2011", DeKalb County,"
	""The Greenest County in America."""
"on Saturday, January 1st, 2011", Texas Veterans Commission,"
	Says one out of three U.S. homeless men is a veteran."
"on Saturday, December 25th, 2010",Rees Lloyd,"
	Portland Public Schools invites ""well-paid, well-fed school bureaucrats, administrators, teachers, other staff, non-needy students, affluent parents of students, and other adults, including on the other extreme the adult homeless, illegal aliens, fanatical Muslim terrorists, or drug addicted street people, to enjoy cheap breakfasts in taxpayer-paid school facilities amidst school children."""
"on Friday, December 24th, 2010",Boyd Richie,"
	Says Texas Republican leaders ""have proposed laying off thousands of teachers."""
"on Tuesday, December 14th, 2010",Teresa Fedor,"
	""Toledo … is fourth in the nation behind much bigger cities — Miami, Las Vegas, Portland — in number of human trafficking arrests and rescues."""
"on Monday, December 13th, 2010",Jim DeMint,"
	The Obama-GOP compromise ""raises taxes, it raises the death tax."""
"on Monday, December 13th, 2010",Herb Kohl,"
	""I have always been focused on reining in the deficit."""
"on Sunday, December 12th, 2010",Rick Perry,"
	Says federal health care overhaul will cost Texas state government ""upwards of $30 billion over the next 10 years."""
"on Saturday, December 11th, 2010",David Dewhurst,"
	You ""can't check out a library book without a photo ID.""
	
	 "
"on Friday, December 10th, 2010",Scott Walker,"
	Eliminating the state tax on health savings accounts will ""make it easier for small business owners to provide health insurance to their employees."""
"on Thursday, December 9th, 2010",Randy Leonard,"
	Cities like Seattle have decided to ban food carts."
"on Wednesday, December 8th, 2010",Ted Poe,"
	Under the DREAM Act, after two years of higher education or military service ""you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States."""
"on Sunday, December 5th, 2010",Jeff Fitzgerald,"
	""In 2009, Jim Doyle and the Democrats rushed through a budget repair bill with billions in tax increases and held no public hearings."""
"on Friday, December 3rd, 2010",Lee Holloway,"
	Says he got twice as much money from the sale of County Grounds land than Milwaukee County Executive Scott Walker was willing to accept."
"on Thursday, December 2nd, 2010", National Republican Senatorial Committee,"
	Says Sen. Sherrod Brown voted to keep ""an extreme, job-killing Internal Revenue Service paperwork mandate."""
"on Monday, November 29th, 2010", City of Atlanta,"
	Red light camera installed to ""promote public safety."""
"on Sunday, November 28th, 2010",Joe Barton,"
	""Eighty percent of the oil we're discovering, we're discovering in the deep Gulf"" of Mexico."
