statement_edition,statement_source,statement_text
"on Wednesday, June 11th, 2008",John McCain,"Sen. Obama wants to ""enact the single largest tax increase since the Second World War."""
"on Tuesday, June 10th, 2008", Chain email,"Obama said he would ""stand with the Muslims should the political winds shift in an ugly direction."""
"on Friday, May 30th, 2008",Barack Obama,"""I think we came down here (to Florida) one time ... but we weren't actively fundraising here."""
"on Wednesday, May 21st, 2008",John McCain,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says."
"on Wednesday, May 14th, 2008",John McCain,"""They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change)."""
"on Tuesday, May 13th, 2008",John Boehner,"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy. "
"on Tuesday, May 6th, 2008",Hillary Clinton,"""If you are driving on average in America this summer, you'll save — according to Department of Energy figures — about $70."""
"on Friday, April 25th, 2008",Michael Moore,"During the Monica Lewinsky scandal, the Clintons brought the Rev. Jeremiah Wright to the White House for ""spiritual counseling."""
"on Wednesday, April 23rd, 2008", Focus on the Family Action,"Obama ""supports hate-crimes expansion ... potentially putting churches at risk if they preach the truth about homosexuality."""
"on Friday, April 18th, 2008",Barack Obama,"""I have never said that I don't wear flag pins or refuse to wear flag pins."""
"on Thursday, April 17th, 2008", Chain email,Hillary Clinton and Barack Obama want to raise taxes on all income brackets.
"on Wednesday, April 16th, 2008",Barack Obama,"""He's promising four more years of an administration that will push for the privatization of Social Security..."""
"on Tuesday, April 15th, 2008", Focus on the Family Action,"""Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid."""
"on Monday, April 14th, 2008",John McCain,"Democrats' budget resolution would raise America's tax bill by ""$500-billion."""
"on Monday, April 7th, 2008",Hillary Clinton,"""I actually started criticizing the war in Iraq before (Obama) did."""
"on Friday, April 4th, 2008",Dick Morris,"Hillary Clinton's international travels included ""no serious diplomacy.""
"
"on Thursday, April 3rd, 2008",John McCain,"Obama ""has no experience or background at all in national security affairs."""
"on Friday, March 28th, 2008", Chain email,Barack Obama has written and co-sponsored more bills in three years than Hillary Clinton has in seven.
"on Thursday, March 20th, 2008",John McCain,"The Jewish holiday Purim is ""their version of Halloween here."""
"on Wednesday, March 19th, 2008",John McCain,"It's ""common knowledge"" that al-Qaida is receiving training from Iran."
"on Monday, March 17th, 2008", Campaign to Defend America,Both McCain and Bush favor tax breaks for oil companies. 
"on Friday, March 14th, 2008", Tennessee Republican Party,"""You don't even have to go outside Obama's campaign to find advisers who are anti-Israel."""
"on Wednesday, March 5th, 2008",Barack Obama,"""We are bogged down in a war that John McCain now suggests might go on for another 100 years."""
"on Tuesday, March 4th, 2008", Sierra Club,"John McCain has ""a consistent pattern of ducking important environmental votes."""
"on Friday, February 29th, 2008",Hillary Clinton,"Obama ""only wants your children to have health insurance."""
"on Monday, February 25th, 2008",Barack Obama,"""Hillary Clinton believed NAFTA was a 'boon' to our economy."""
"on Friday, February 22nd, 2008",Barack Obama,"""As has been noted by many observers, including Bill Clinton's former secretary of labor, my plan does more than anybody to reduce costs.""
"
"on Tuesday, February 19th, 2008",Hillary Clinton,"Says the difference between her and Barack Obama is ""about 35 years of experience."""
"on Friday, February 15th, 2008", Chain email,"""Hillary's main extracurricular activity in law school was helping the Black Panthers, on trial in Connecticut for torturing and killing a federal agent."""
"on Tuesday, February 12th, 2008",Bill Clinton,"""Everything I have said (on the campaign trail) has been factually accurate."""
"on Tuesday, February 12th, 2008",George W. Bush,"Barack Obama said ""he's going to attack Pakistan and embrace (Iranian President Mahmoud) Ahmadinejad."""
"on Monday, February 11th, 2008",Barack Obama,"""She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV."""
"on Monday, February 11th, 2008",Barack Obama,"Americans ""have never paid more for gas at the pump."""
"on Friday, February 8th, 2008", Chain email,"""While others place their hands over their hearts, Obama turns his back to the flag and slouches."""
"on Friday, January 25th, 2008",Mitt Romney,"""I was pretty proud of being the only guy on the stage that ever had a job in the private sector."""
"on Thursday, January 24th, 2008",John McCain,"""I won the majority of the Republican vote in both New Hampshire and South Carolina."""
"on Wednesday, January 23rd, 2008", Chain email,"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan."""
"on Wednesday, January 23rd, 2008",Mike Huckabee,"""When the Fair Tax becomes law, it will be like waving a magic wand releasing us from pain and unfairness."""
"on Tuesday, January 22nd, 2008",Barack Obama,"""I know that Hillary on occasion has said — just last year said this (NAFTA) was a boon to the economy."""
"on Monday, January 21st, 2008",Bill Clinton,"Obama said that ""since 1992, the Republicans have had all the good ideas..."""
"on Friday, January 18th, 2008",Rudy Giuliani,"""He reformed welfare before others tried."""
"on Friday, January 18th, 2008",Mitt Romney,"""I don't have lobbyists running my campaign."""
"on Wednesday, January 16th, 2008",Hillary Clinton,"""So that 2005 energy bill was a big step backwards on the path to clean, renewable energy.  That's why I voted against it."""
"on Tuesday, January 15th, 2008",John McCain,"""I have never asked for nor received a single earmark or pork barrel project for my state."""
"on Friday, January 11th, 2008",John McCain,"""I supported (the surge), I argued for it. I'm the only one on this stage that did."""
"on Friday, January 11th, 2008", Chain email,The church Barack Obama belongs to only admits black people.
"on Monday, January 7th, 2008",Joe Biden,"""Barack Obama hasn't passed any (bills)."""
"on Monday, January 7th, 2008",Joe Biden,"""John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices."" "
"on Sunday, January 6th, 2008",Mike Huckabee,"""I supported the surge when you didn't."""
"on Monday, December 31st, 2007",Barack Obama,"""Gas prices have never been higher, and Exxon Mobil's profits have never been higher."""
"on Monday, December 31st, 2007",Mitt Romney,"""I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA."""
"on Tuesday, December 18th, 2007",Duncan Hunter,"""And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers."""
"on Monday, December 17th, 2007",Barack Obama,"""If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars."""
"on Thursday, November 29th, 2007",Tom Tancredo,"""I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper."""
"on Thursday, November 29th, 2007",Mitt Romney,"
	The Red Sox waited ""87 long years"" to win the World Series.
"
"on Monday, November 26th, 2007", Republican National Committee,"""Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion."""
"on Tuesday, November 20th, 2007",Bill Richardson,"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship."""
"on Monday, November 19th, 2007",Barack Obama,"""John wasn't this raging populist four years ago"" when he ran for president."
"on Friday, November 16th, 2007",Barack Obama,"""Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change."""
"on Thursday, November 15th, 2007",Bill Richardson,"""Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs."""
"on Tuesday, November 13th, 2007",Rudy Giuliani,''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.''
"on Thursday, November 8th, 2007", Chain email,"Obama ""refused to not only put his hand on his heart during the Pledge of Allegiance, but refused to say the pledge."""
"on Friday, November 2nd, 2007",Joe Biden,"""In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row."""
"on Friday, November 2nd, 2007",Hillary Clinton,"""It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding."" "
