statement_edition,statement_source,statement_text
"on Thursday, June 10th, 2010", Chain email,"""In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves."""
"on Tuesday, June 8th, 2010", Bloggers,Barack Obama appeared in the video for 'Whoomp! (There it is!)'
"on Tuesday, June 8th, 2010",Rick Perry,"""My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, 'Here's how you need to sell cap-and-trade to the American people.' ""
"
"on Monday, June 7th, 2010",Dan Fanelli,"Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment."""
"on Friday, June 4th, 2010",Carly Fiorina,"""Barbara Boxer's worried about the weather"" instead of terrorism as the biggest threat to national security.
"
"on Tuesday, May 25th, 2010",Boyd Richie,Says Gov. Rick Perry is “spending Texans’  hard-earned money to live like Louie XIV.”
"on Sunday, May 23rd, 2010",Bill White,"“In three days last week, (Gov. Rick) Perry  flew to five cities at taxpayers’ expense, holding press conferences,  delivering $2,325,000 in checks.”"
"on Friday, May 14th, 2010",Michael Savage,"Elena Kagan is ""a New York City radical, Marxist lawyer through and through.""
"
"on Friday, May 14th, 2010",Ed Schultz,"""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.""
"
"on Tuesday, May 11th, 2010", Florida Democratic Party,"""McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' """
"on Wednesday, May 5th, 2010",J.D. Hayworth,"""Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed."""
"on Tuesday, April 27th, 2010",Bill O'Reilly,"""We researched to find out if anybody on Fox News had ever said you're going to jail if you don't buy health insurance. Nobody's ever said it.""
"
"on Monday, April 26th, 2010",Charlie Justice,Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.
"on Sunday, April 18th, 2010",John Carter,"
	Says the new health care law delivers a ""$13 billion tax increase on families with special needs."""
"on Thursday, April 15th, 2010",Bill White,"Says Republican state leaders are using ""Soviet-style""  budget management."
"on Friday, April 9th, 2010", Chain email,"Obama said troops ""whine about bearing the costs"" of going to war."
"on Wednesday, April 7th, 2010",Marco Rubio,"""The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus."""
"on Tuesday, April 6th, 2010",John McCain,"""I never considered myself a maverick."""
"on Tuesday, April 6th, 2010",Silvestre Reyes,"""An audit of the last census found that over 370,000  people living in  Texas were not counted, and our state lost an  estimated $1 billion in  federal funds as a result."""
"on Monday, April 5th, 2010",Rick Perry,"""The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006."""
"on Sunday, March 28th, 2010",John Carter,“The bill also provides full federal  funding for abortions…”
"on Friday, March 19th, 2010", Republican Party of Florida,"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy."""
"on Thursday, March 18th, 2010",J.D. Hayworth,"""The Massachusetts Supreme Court...defined marriage as simply, quote, the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse."""
"on Wednesday, March 17th, 2010",Rush Limbaugh,"People ""can't go fishing anymore because of Obama."""
"on Tuesday, March 16th, 2010",Rick Perry,"My ""border security efforts have led to a 60 percent  decrease in border crime."""
"on Tuesday, March 16th, 2010", Americans for Prosperity,"""A government panel that didn't include cancer specialists says women shouldn't  receive mammograms until age 50...If government takes over health care,  recommendations like these could become the law for all kinds of diseases."""
"on Monday, March 15th, 2010",Virginia Foxx,"""The economy began its nose dive when Democrats took control of Congress in January 2007."""
"on Sunday, March 14th, 2010",Cathie Adams,"""Bill White ... supports the ‘ObamaCare’ socialized medicine plan, as well as ‘Cap and Trade’ legislation that would kill thousands of Texas jobs.""
"
"on Friday, March 12th, 2010",Gretchen Carlson,"
	Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks."
"on Thursday, March 4th, 2010", Florida Democratic Party,"""Congressman McCollum voted to dismantle Social Security."""
"on Friday, February 26th, 2010",Charles Rangel,"""I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me."""
"on Wednesday, February 24th, 2010",C.W. Bill Young,"The Democratic health care plan is a ""government takeover of our health programs."""
"on Thursday, February 18th, 2010",Scott Brown,"The stimulus bill ""didn’t create one new job."""
"on Thursday, February 4th, 2010",Farouk Shami,"
	Bill White ""is discriminating. He's taking jobs from African Americans and giving them to his friends."""
"on Sunday, January 31st, 2010", Republican Party of Texas,"
	""Bill White has presided over the construction of what may be the world's largest abortion clinic."""
"on Thursday, January 28th, 2010",Nancy Pfotenhauer,"The president's health care proposals will cause ""most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.""
"
"on Wednesday, January 20th, 2010",Rush Limbaugh,"There are ""high administrative costs"" when you donate to Haiti relief through the White House Web site.
"
"on Friday, January 15th, 2010",Hector Uribe,"
	Says Land Commissioner Jerry Patterson threatened to shoot him."
"on Wednesday, January 13th, 2010",Rick Perry,"
	""Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly."""
"on Tuesday, January 12th, 2010",Newt Gingrich,"A recent Obama executive order could ""lead to a number of investigations by Interpol in the United States, potentially aimed at American officials.""
"
"on Tuesday, January 12th, 2010",Barbara Ann Radnofsky,"
	""The attorney general requires that rape victims pay for the rape kit."""
"on Friday, January 8th, 2010",Rudy Giuliani,"""We had no domestic attacks under Bush."""
"on Sunday, January 3rd, 2010",Dick Cheney,"President Obama ""doesn't ... want to admit we're at war."""
"on Wednesday, November 25th, 2009", Chain email,"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option."""
"on Monday, November 23rd, 2009", Chain email,"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold."
"on Friday, November 13th, 2009", Chain email,"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration."""
"on Thursday, November 12th, 2009",Glenn Beck,"""In the health care bill, we're now offering insurance for dogs.""
"
"on Thursday, November 5th, 2009",Charlie Crist,"""I didn't endorse"" the federal stimulus bill."
"on Tuesday, November 3rd, 2009",Michele Bachmann,"Page 92 of the House health care bill ""says specifically that people can't purchase private health insurance after a date certain.""
 "
"on Monday, November 2nd, 2009", Chain email,You must list all your guns on your 2010 tax return.
"on Monday, October 26th, 2009", Bloggers,"Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy."""
"on Tuesday, October 20th, 2009",Christopher Monckton,"If President Obama signs the Copenhagen climate change treaty, he ""will sign your freedom, your democracy, and your prosperity away forever — and neither you nor any subsequent government you may elect would have any power whatsoever to take it back again."""
"on Wednesday, October 14th, 2009", Chain email,"The Obama White House is renaming Christmas trees ""holiday trees."""
"on Monday, September 28th, 2009", Chain email,"""For the first time in history, the Democratic Congress will not allow an increase in the social security COLA (cost of living adjustment)."""
"on Monday, September 14th, 2009", Bloggers,"Photo of ""tea party"" protests shows crowd sprawling from Capitol to Washington Monument"
"on Wednesday, September 2nd, 2009", Organizing for America,"Over the past few months, we've learned that ""we just can't count on the media to debunk"" lies about health insurance reform."
"on Wednesday, September 2nd, 2009", Republican Party of Florida,"Schoolchildren across the nation ""will be forced to watch the president justify his plans for government-run health care, banks, and automobile companies, increasing taxes on those who create jobs, and racking up more debt than any other president."""
"on Thursday, August 27th, 2009",Rush Limbaugh,"""President Obama . . . wants to mandate circumcision.""
"
"on Tuesday, August 25th, 2009",Michael Steele,"The Department of Veterans Affairs has ""a manual out there telling our veterans stuff like, 'Are you really of value to  your community?' You know, encouraging them to commit suicide."""
"on Friday, August 21st, 2009",Orly Taitz,"
	Birthers have obtained a copy of Obama's Kenyan birth certificate.
"
"on Wednesday, August 19th, 2009",Roy Blunt,"""I'm 59. In either Canada or Great Britain, if I broke my hip, I couldn’t get it replaced.""
"
"on Monday, August 10th, 2009",Sarah Palin,"
	Seniors and the disabled ""will have to stand in front of Obama's 'death panel' so his bureaucrats can decide, based on a subjective judgment of their 'level of productivity in society,' whether they are worthy of health care."""
"on Friday, August 7th, 2009", Liberty Counsel,"Page 992 of the health care bill will ""establish school-based 'health' clinics. Your children will be indoctrinated and your grandchildren may be aborted!"""
"on Thursday, July 30th, 2009", Chain email,"""All non-US citizens, illegal or not, will be provided with free health care services."""
"on Thursday, July 30th, 2009", Chain email,"In the health care bill, ""The 'Health Choices Commissioner' will decide health benefits for you. You will have no choice. None."""
"on Wednesday, July 29th, 2009",Glenn Beck,"John Holdren, director of the White House Office of Science and Technology Policy, ""has proposed forcing abortions and putting sterilants in the drinking water to control population.""
"
"on Wednesday, July 29th, 2009", Chain email,"""The Senate voted this week to allow illegal aliens access to Social Security benefits."""
"on Thursday, July 23rd, 2009",Betsy McCaughey,"The health care reform bill ""would make it mandatory — absolutely require — that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner."""
"on Wednesday, July 22nd, 2009", Investor's Business Daily,The health care reform bill -- on Page 16 -- outlaws private insurance.
"on Thursday, July 2nd, 2009", Chain email,"""The ACLU has filed a suit to have all military cross-shaped headstones removed."""
"on Wednesday, July 1st, 2009", Chain email,"
	The Free Flow of Information Act of 2009 ""would guarantee Barack Obama will never be held accountable for producing forged birth documents.""
"
